Date,BTC-USD,NVDA,SPY,UUUU
2022-03-16,41143.9296875,24.45416831970215,413.2790222167969,8.289999961853027
2022-03-17,40951.37890625,24.72370719909668,418.44952392578125,9.470000267028809
2022-03-18,41801.15625,26.40782356262207,423.03265380859375,9.699999809265137
2022-03-19,42190.65234375,,,
2022-03-20,41247.82421875,,,
2022-03-21,41077.99609375,26.688343048095703,422.9089660644531,10.09000015258789
2022-03-22,42358.80859375,26.47870445251465,427.8576354980469,10.180000305175781
2022-03-23,42892.95703125,25.590227127075195,422.34747314453125,9.90999984741211
2022-03-24,43960.93359375,28.1019287109375,428.7141418457031,10.170000076293945
2022-03-25,44348.73046875,27.644712448120117,430.8077697753906,9.640000343322754
2022-03-26,44500.828125,,,
2022-03-27,46820.4921875,,,
2022-03-28,47128.00390625,28.170814514160156,433.8721618652344,9.149999618530273
2022-03-29,47465.73046875,28.607065200805664,439.2394714355469,9.210000038146973
2022-03-30,47062.6640625,27.64271354675293,436.5272521972656,9.149999618530273
2022-03-31,45538.67578125,27.239397048950195,429.8086242675781,9.149999618530273
2022-04-01,46281.64453125,26.666383743286133,431.0267028808594,9.350000381469727
2022-04-02,45868.94921875,,,
2022-04-03,46453.56640625,,,
2022-04-04,46622.67578125,27.31328010559082,434.7191467285156,9.130000114440918
2022-04-05,45555.9921875,25.886714935302734,429.22802734375,8.949999809265137
2022-04-06,43206.73828125,24.365318298339844,424.93609619140625,8.930000305175781
2022-04-07,43503.84765625,24.16666030883789,427.07720947265625,9.789999961853027
2022-04-08,42287.6640625,23.079519271850586,425.935302734375,9.720000267028809
2022-04-09,42782.13671875,,,
2022-04-10,42207.671875,,,
2022-04-11,39521.90234375,21.87957000732422,418.65509033203125,9.699999809265137
2022-04-12,40127.18359375,21.46727752685547,417.10382080078125,10.010000228881836
2022-04-13,41166.73046875,22.165082931518555,421.8811950683594,10.819999694824219
2022-04-14,39935.515625,21.221696853637695,416.62799072265625,10.699999809265137
2022-04-15,40553.46484375,,,
2022-04-16,40424.484375,,,
2022-04-17,39716.953125,,,
2022-04-18,40826.21484375,21.745803833007812,416.7993469238281,9.960000038146973
2022-04-19,41502.75,22.16009521484375,423.527587890625,9.489999771118164
2022-04-20,41374.37890625,21.445314407348633,423.2134704589844,9.770000457763672
2022-04-21,40527.36328125,20.148534774780273,416.88494873046875,8.649999618530273
2022-04-22,39740.3203125,19.481672286987305,405.44598388671875,8.1899995803833
2022-04-23,39486.73046875,,,
2022-04-24,39469.29296875,,,
2022-04-25,40458.30859375,19.868011474609375,407.7966003417969,8.0600004196167
2022-04-26,38117.4609375,18.75591468811035,395.9864501953125,7.75
2022-04-27,39241.12109375,18.3835506439209,397.09991455078125,7.639999866485596
2022-04-28,39773.828125,19.74821662902832,407.13043212890625,7.78000020980835
2022-04-29,38609.82421875,18.515329360961914,392.0846862792969,7.510000228881836
2022-04-30,37714.875,,,
2022-05-01,38469.09375,,,
2022-05-02,38529.328125,19.499645233154297,394.44482421875,7.360000133514404
2022-05-03,37750.453125,19.568525314331055,396.2529296875,7.539999961853027
2022-05-04,39698.37109375,20.299274444580078,408.32000732421875,7.710000038146973
2022-05-05,36575.140625,18.811817169189453,393.8071594238281,7.079999923706055
2022-05-06,36040.921875,18.64310646057129,391.4566345214844,6.909999847412109
2022-05-07,35501.953125,,,
2022-05-08,34059.265625,,,
2022-05-09,30296.953125,16.921051025390625,378.9231872558594,5.860000133514404
2022-05-10,31022.90625,17.564950942993164,379.7987060546875,5.820000171661377
2022-05-11,28936.35546875,16.601598739624023,373.7651672363281,5.46999979019165
2022-05-12,29047.751953125,16.147377014160156,373.3749694824219,5.239999771118164
2022-05-13,29283.103515625,17.67576026916504,382.3016052246094,5.840000152587891
2022-05-14,30101.265625,,,
2022-05-15,31305.11328125,,,
2022-05-16,29862.91796875,17.234516143798828,380.7503967285156,5.920000076293945
2022-05-17,30425.857421875,18.145957946777344,388.58258056640625,6.519999980926514
2022-05-18,28720.271484375,16.909074783325195,372.9181823730469,5.880000114440918
2022-05-19,30314.333984375,17.094757080078125,370.6341857910156,6.010000228881836
2022-05-20,29200.740234375,16.665494918823242,370.79595947265625,6.059999942779541
2022-05-21,29432.2265625,,,
2022-05-22,30323.72265625,,,
2022-05-23,29098.91015625,16.869144439697266,377.7335510253906,6.320000171661377
2022-05-24,29655.5859375,16.126413345336914,374.8500671386719,6.119999885559082
2022-05-25,29562.361328125,16.946012496948242,378.1618347167969,6.25
2022-05-26,29267.224609375,17.820514678955078,385.7180480957031,6.5
2022-05-27,28627.57421875,18.77887535095215,395.18707275390625,6.639999866485596
2022-05-28,28814.900390625,,,
2022-05-29,29445.95703125,,,
2022-05-30,31726.390625,,,
2022-05-31,31792.310546875,18.64011573791504,392.96966552734375,6.409999847412109
2022-06-01,29799.080078125,18.288715362548828,389.7911682128906,6.130000114440918
2022-06-02,30467.48828125,19.55854034423828,397.2141418457031,6.730000019073486
2022-06-03,29704.390625,18.688026428222656,390.6953125,6.559999942779541
2022-06-04,29832.9140625,,,
2022-06-05,29906.662109375,,,
2022-06-06,31370.671875,18.753917694091797,391.88482666015625,6.570000171661377
2022-06-07,31155.478515625,18.893680572509766,395.6438293457031,7.420000076293945
2022-06-08,30214.35546875,18.620092391967773,391.3423156738281,7.179999828338623
2022-06-09,30111.998046875,18.0209903717041,382.03515625,6.460000038146973
2022-06-10,29083.8046875,16.948596954345703,370.9577331542969,6.349999904632568
2022-06-11,28360.810546875,,,
2022-06-12,26762.6484375,,,
2022-06-13,22487.388671875,15.62358283996582,356.8731689453125,5.639999866485596
2022-06-14,22206.79296875,15.812297821044922,355.79779052734375,5.25
2022-06-15,22572.83984375,16.502267837524414,360.8701171875,5.519999980926514
2022-06-16,20381.650390625,15.577651023864746,348.9267883300781,5.21999979019165
2022-06-17,20471.482421875,15.856232643127441,349.678955078125,5.25
2022-06-18,19017.642578125,,,
2022-06-19,20553.271484375,,,
2022-06-20,20599.537109375,,,
2022-06-21,20710.59765625,16.54120635986328,358.481689453125,5.550000190734863
